name = extended_platinum_ec
technique = EC
tstamp = 1580482722.0
backend_name = memory
id = 6
timecol 'time/s' for: 'raw potential / [V]' and 'raw current / [mA]' and '$U_{RHE}$ / [V]' and 'J / [mA cm$^{-2}$]' and 'selector'
N_header_lines = 9

time/s,	raw potential / [V],	raw current / [mA],	$U_{RHE}$ / [V],	J / [mA cm$^{-2}$],	selector
149.96835064888,	1.1527507,	0.050001834,	1.8677506999999998,	0.050001834,	0,	
150.46835064888,	1.1529225,	0.050005015,	1.8679225000000002,	0.050005015,	0,	
150.96835064888,	1.1528653,	0.050006285,	1.8678653,	0.050006285,	0,	
151.46835064888,	1.1526935,	0.050006922,	1.8676935000000001,	0.050006922,	0,	
151.96835064888,	1.1528271,	0.050006922,	1.8678271,	0.050006922,	0,	
152.46835064888,	1.1533231,	0.050006922,	1.8683231,	0.050006922,	0,	
152.96835064888,	1.1525981,	0.050009467,	1.8675981,	0.050009467,	0,	
153.46835064888,	1.152083,	0.050005015,	1.867083,	0.050005015,	0,	
153.96835064888,	1.152789,	0.050008193,	1.8677890000000001,	0.050008193,	0,	
154.46835064888,	1.1523883,	0.050009467,	1.8673883,	0.050009467,	0,	
154.96835041046143,	1.1531514,	0.050006285,	1.8681514,	0.050006285,	0,	
155.46835041046143,	1.1524074,	0.0500171,	1.8674073999999998,	0.0500171,	0,	
155.96835041046143,	1.1528271,	0.050022192,	1.8678271,	0.050022192,	0,	
156.46835041046143,	1.1517016,	0.050017737,	1.8667015999999998,	0.050017737,	0,	
156.96835041046143,	1.1524074,	0.050027277,	1.8674073999999998,	0.050027277,	0,	
157.46835041046143,	1.1518732,	0.050029188,	1.8668732000000001,	0.050029188,	0,	
157.96835041046143,	1.1518351,	0.050020918,	1.8668350999999999,	0.050020918,	0,	
158.46835041046143,	1.1521785,	0.050029188,	1.8671785,	0.050029188,	0,	
158.96835041046143,	1.153037,	0.0500101,	1.8680370000000002,	0.0500101,	0,	
159.46835041046143,	1.1529797,	0.050013285,	1.8679796999999998,	0.050013285,	0,	
159.96835041046143,	1.1533231,	0.050012648,	1.8683231,	0.050012648,	0,	
160.46835041046143,	1.1530942,	0.050011374,	1.8680941999999998,	0.050011374,	0,	
160.96835041046143,	1.153056,	0.050009467,	1.8680560000000002,	0.050009467,	0,	
161.46835041046143,	1.1531705,	0.050001834,	1.8681705000000002,	0.050001834,	0,	
161.96835041046143,	1.1533612,	0.050003745,	1.8683611999999998,	0.050003745,	0,	
162.46835041046143,	1.1529607,	0.050006285,	1.8679606999999998,	0.050006285,	0,	
162.96835041046143,	1.1531132,	0.050002467,	1.8681131999999998,	0.050002467,	0,	
163.46835041046143,	1.1533993,	0.050006922,	1.8683993,	0.050006922,	0,	
163.96835041046143,	1.154048,	0.049998019,	1.8690479999999998,	0.049998019,	0,	
164.46835041046143,	1.1534948,	0.050006285,	1.8684948000000001,	0.050006285,	0,	
164.96835041046143,	1.1533803,	0.050005652,	1.8683803,	0.050005652,	0,	
165.46835041046143,	1.1524456,	0.050011374,	1.8674456,	0.050011374,	0,	
165.96835041046143,	1.1530751,	0.050015192,	1.8680751,	0.050015192,	0,	
166.46835041046143,	1.1522167,	0.050012648,	1.8672167000000002,	0.050012648,	0,	
166.96835041046143,	1.1532658,	0.050013918,	1.8682658,	0.050013918,	0,	
167.46835041046143,	1.1527698,	0.0500241,	1.8677698,	0.0500241,	0,	
167.96835041046143,	1.1527507,	0.05002537,	1.8677506999999998,	0.05002537,	0,	
168.46835041046143,	1.1524456,	0.050027914,	1.8674456,	0.050027914,	0,	
168.96835041046143,	1.1526935,	0.050022826,	1.8676935000000001,	0.050022826,	0,	
169.46835041046143,	1.1523693,	0.050019011,	1.8673693,	0.050019011,	0,	
169.96835041046143,	1.1523883,	0.0500241,	1.8673883,	0.0500241,	0,	
170.46835041046143,	1.1521785,	0.050014555,	1.8671785,	0.050014555,	0,	
170.96835041046143,	1.1525409,	0.050017737,	1.8675408999999998,	0.050017737,	0,	
171.46835041046143,	1.1529416,	0.050012648,	1.8679416,	0.050012648,	0,	
171.96835041046143,	1.1533993,	0.050006922,	1.8683993,	0.050006922,	0,	
172.46835041046143,	1.1536093,	0.050004374,	1.8686093000000001,	0.050004374,	0,	
172.96835041046143,	1.1532277,	0.049999926,	1.8682276999999998,	0.049999926,	0,	
173.46835041046143,	1.153533,	0.049998648,	1.8685329999999998,	0.049998648,	0,	
173.96835041046143,	1.1536283,	0.050003104,	1.8686283000000001,	0.050003104,	0,	
174.46835017204285,	1.1539145,	0.049999926,	1.8689144999999998,	0.049999926,	0,	
174.96835017204285,	1.154067,	0.050001197,	1.8690669999999998,	0.050001197,	0,	
175.46835017204285,	1.1535139,	0.049999289,	1.8685139,	0.049999289,	0,	
175.96835017204285,	1.1539717,	0.050007559,	1.8689717,	0.050007559,	0,	
176.46835017204285,	1.1534948,	0.050013918,	1.8684948000000001,	0.050013918,	0,	
176.96835017204285,	1.1539717,	0.050011374,	1.8689717,	0.050011374,	0,	
177.46835017204285,	1.1539145,	0.0500101,	1.8689144999999998,	0.0500101,	0,	
177.96835017204285,	1.1541243,	0.050015826,	1.8691243000000002,	0.050015826,	0,	
178.46835017204285,	1.1532468,	0.0500101,	1.8682468,	0.0500101,	0,	
178.96835017204285,	1.1525218,	0.050013285,	1.8675218,	0.050013285,	0,	
179.46835017204285,	1.1527126,	0.050018374,	1.8677126,	0.050018374,	0,	
179.96835017204285,	1.1529607,	0.050005652,	1.8679606999999998,	0.050005652,	0,	
180.46835017204285,	1.1521595,	0.050021552,	1.8671595,	0.050021552,	0,	
180.96835017204285,	1.1522548,	0.050026007,	1.8672548,	0.050026007,	0,	
181.46835017204285,	1.1523883,	0.050018374,	1.8673883,	0.050018374,	0,	
181.96835017204285,	1.152293,	0.050016467,	1.867293,	0.050016467,	0,	
182.46835017204285,	1.1526172,	0.050027277,	1.8676171999999998,	0.050027277,	0,	
182.96835017204285,	1.1526744,	0.050019011,	1.8676743999999998,	0.050019011,	0,	
183.46835017204285,	1.1533421,	0.050018374,	1.8683421,	0.050018374,	0,	
183.96835017204285,	1.1534758,	0.050018374,	1.8684758000000001,	0.050018374,	0,	
184.46835017204285,	1.1543914,	0.050016467,	1.8693914,	0.050016467,	0,	
184.96835017204285,	1.1543533,	0.050005652,	1.8693532999999998,	0.050005652,	0,	
185.46835017204285,	1.1541433,	0.049997378,	1.8691433000000002,	0.049997378,	0,	
185.96835017204285,	1.1539526,	0.049998019,	1.8689526,	0.049998019,	0,	
186.46835017204285,	1.1542388,	0.05000056,	1.8692387999999998,	0.05000056,	0,	
186.96835017204285,	1.1539335,	0.050007559,	1.8689334999999998,	0.050007559,	0,	
187.46835017204285,	1.1540098,	0.050008193,	1.8690098000000002,	0.050008193,	0,	
187.96835017204285,	1.1543723,	0.050003104,	1.8693722999999998,	0.050003104,	0,	
188.46835017204285,	1.154544,	0.050013285,	1.8695439999999999,	0.050013285,	0,	
188.96835017204285,	1.1547157,	0.050015192,	1.8697157,	0.050015192,	0,	
189.46835017204285,	1.1541433,	0.050012011,	1.8691433000000002,	0.050012011,	0,	
189.96835017204285,	1.1534375,	0.050008193,	1.8684374999999998,	0.050008193,	0,	
190.46835017204285,	1.1533231,	0.050006285,	1.8683231,	0.050006285,	0,	
190.96835017204285,	1.1534948,	0.050012648,	1.8684948000000001,	0.050012648,	0,	
191.46835017204285,	1.1525028,	0.050012648,	1.8675028,	0.050012648,	0,	
191.96835017204285,	1.1530179,	0.050020918,	1.8680179,	0.050020918,	0,	
192.46835017204285,	1.153037,	0.050026007,	1.8680370000000002,	0.050026007,	0,	
192.96835017204285,	1.1532468,	0.050026644,	1.8682468,	0.050026644,	0,	
193.46835017204285,	1.1534948,	0.050022826,	1.8684948000000001,	0.050022826,	0,	
193.96835017204285,	1.1542007,	0.050027914,	1.8692007,	0.050027914,	0,	
194.46834993362427,	1.1533231,	0.050020281,	1.8683231,	0.050020281,	0,	
194.96834993362427,	1.1542388,	0.050013918,	1.8692387999999998,	0.050013918,	0,	
195.46834993362427,	1.1537619,	0.050013918,	1.8687619,	0.050013918,	0,	
195.96834993362427,	1.1537809,	0.050010741,	1.8687809,	0.050010741,	0,	
196.46834993362427,	1.154544,	0.05000883,	1.8695439999999999,	0.05000883,	0,	
196.96834993362427,	1.1533231,	0.050008193,	1.8683231,	0.050008193,	0,	
197.46834993362427,	1.153533,	0.050011374,	1.8685329999999998,	0.050011374,	0,	
197.96834993362427,	1.1537428,	0.050011374,	1.8687428000000001,	0.050011374,	0,	
198.46834993362427,	1.1541624,	0.050011374,	1.8691624,	0.050011374,	0,	
198.96834993362427,	1.154811,	0.049998648,	1.869811,	0.049998648,	0,	
199.46834993362427,	1.1553452,	0.050005652,	1.8703452,	0.050005652,	0,	
199.96834993362427,	1.1549065,	0.050008193,	1.8699065,	0.050008193,	0,	
200.46834993362427,	1.1546394,	0.0500101,	1.8696394,	0.0500101,	0,	
200.96834993362427,	1.1546775,	0.050012648,	1.8696774999999999,	0.050012648,	0,	
201.46834993362427,	1.1549637,	0.050006285,	1.8699637,	0.050006285,	0,	
201.96834993362427,	1.1545821,	0.050018374,	1.8695821000000001,	0.050018374,	0,	
202.46834993362427,	1.1535902,	0.050020918,	1.8685901999999999,	0.050020918,	0,	
202.96834993362427,	1.1537237,	0.050005015,	1.8687236999999999,	0.050005015,	0,	
203.46834993362427,	1.1535139,	0.050014555,	1.8685139,	0.050014555,	0,	
203.96834993362427,	1.1534375,	0.050020281,	1.8684374999999998,	0.050020281,	0,	
204.46834993362427,	1.1531132,	0.050022826,	1.8681131999999998,	0.050022826,	0,	
204.96834993362427,	1.1521785,	0.050026644,	1.8671785,	0.050026644,	0,	
205.46834993362427,	1.153056,	0.050015826,	1.8680560000000002,	0.050015826,	0,	
205.96834993362427,	1.1531132,	0.050021552,	1.8681131999999998,	0.050021552,	0,	
206.46834993362427,	1.1538191,	0.0500171,	1.8688191,	0.0500171,	0,	
206.96834993362427,	1.1539335,	0.050017737,	1.8689334999999998,	0.050017737,	0,	
207.46834993362427,	1.1539907,	0.050009467,	1.8689907,	0.050009467,	0,	
207.96834993362427,	1.1543342,	0.050020281,	1.8693342,	0.050020281,	0,	
208.46834993362427,	1.1539907,	0.050016467,	1.8689907,	0.050016467,	0,	
208.96834993362427,	1.1536093,	0.050022192,	1.8686093000000001,	0.050022192,	0,	
209.46834993362427,	1.1539907,	0.050009467,	1.8689907,	0.050009467,	0,	
209.96834993362427,	1.1542388,	0.050003745,	1.8692387999999998,	0.050003745,	0,	
210.46834993362427,	1.1541052,	0.049997378,	1.8691052,	0.049997378,	0,	
210.96834993362427,	1.1552117,	0.050005652,	1.8702117,	0.050005652,	0,	
211.46834993362427,	1.1550019,	0.049996741,	1.8700019,	0.049996741,	0,	
211.96834993362427,	1.1546012,	0.050013285,	1.8696012,	0.050013285,	0,	
212.46834993362427,	1.1546012,	0.050005652,	1.8696012,	0.050005652,	0,	
212.96834993362427,	1.1543914,	0.050012011,	1.8693914,	0.050012011,	0,	
213.46834993362427,	1.1539145,	0.0500101,	1.8689144999999998,	0.0500101,	0,	
213.9683496952057,	1.1539907,	0.050021552,	1.8689907,	0.050021552,	0,	
214.4683496952057,	1.1543723,	0.050015192,	1.8693722999999998,	0.050015192,	0,	
214.9683496952057,	1.1537809,	0.050033007,	1.8687809,	0.050033007,	0,	
215.4683496952057,	1.1531323,	0.050030462,	1.8681323,	0.050030462,	0,	
215.9683496952057,	1.1537428,	0.0500241,	1.8687428000000001,	0.0500241,	0,	
216.4683496952057,	1.1540098,	0.050023463,	1.8690098000000002,	0.050023463,	0,	
216.9683496952057,	1.1538382,	0.050019644,	1.8688382,	0.050019644,	0,	
217.4683496952057,	1.153533,	0.050023463,	1.8685329999999998,	0.050023463,	0,	
217.9683496952057,	1.154067,	0.0500171,	1.8690669999999998,	0.0500171,	0,	
218.4683496952057,	1.1534758,	0.05000883,	1.8684758000000001,	0.05000883,	0,	
218.9683496952057,	1.1533993,	0.050014555,	1.8683993,	0.050014555,	0,	
219.4683496952057,	1.1542007,	0.050013918,	1.8692007,	0.050013918,	0,	
219.9683496952057,	1.1536665,	0.050005652,	1.8686664999999998,	0.050005652,	0,	
220.4683496952057,	1.1538572,	0.050005015,	1.8688571999999999,	0.050005015,	0,	
220.9683496952057,	1.154811,	0.050003104,	1.869811,	0.050003104,	0,	
221.4683496952057,	1.1546966,	0.050005652,	1.8696966000000002,	0.050005652,	0,	
221.9683496952057,	1.1557077,	0.050008193,	1.8707077,	0.050008193,	0,	
222.4683496952057,	1.1557268,	0.05000056,	1.8707268,	0.05000056,	0,	
222.9683496952057,	1.155288,	0.050008193,	1.870288,	0.050008193,	0,	
223.4683496952057,	1.1552689,	0.050011374,	1.8702689000000001,	0.050011374,	0,	
223.9683496952057,	1.1556696,	0.050004374,	1.8706695999999998,	0.050004374,	0,	
224.4683496952057,	1.1557459,	0.05000883,	1.8707459000000002,	0.05000883,	0,	
224.9683496952057,	1.154811,	0.05000883,	1.869811,	0.05000883,	0,	
225.4683496952057,	1.1546012,	0.050007559,	1.8696012,	0.050007559,	0,	
225.9683496952057,	1.1551163,	0.049999289,	1.8701162999999998,	0.049999289,	0,	
226.4683496952057,	1.1544105,	0.050010741,	1.8694104999999999,	0.050010741,	0,	
226.9683496952057,	1.1538763,	0.050012011,	1.8688763000000002,	0.050012011,	0,	
227.4683496952057,	1.154067,	0.050022192,	1.8690669999999998,	0.050022192,	0,	
227.9683496952057,	1.1540098,	0.050027277,	1.8690098000000002,	0.050027277,	0,	
228.4683496952057,	1.1540861,	0.050019011,	1.8690861,	0.050019011,	0,	
228.9683496952057,	1.1541243,	0.050019644,	1.8691243000000002,	0.050019644,	0,	
229.4683496952057,	1.1536474,	0.050023463,	1.8686474,	0.050023463,	0,	
229.9683496952057,	1.1538382,	0.050029188,	1.8688382,	0.050029188,	0,	
230.4683496952057,	1.1534184,	0.050022826,	1.8684184,	0.050022826,	0,	
230.9683496952057,	1.1529797,	0.050016467,	1.8679796999999998,	0.050016467,	0,	
231.4683496952057,	1.1537428,	0.050017737,	1.8687428000000001,	0.050017737,	0,	
231.9683496952057,	1.1539526,	0.050020281,	1.8689526,	0.050020281,	0,	
232.4683496952057,	1.1546203,	0.050008193,	1.8696202999999998,	0.050008193,	0,	
232.9683496952057,	1.1548301,	0.050006285,	1.8698301000000002,	0.050006285,	0,	
233.4683494567871,	1.1547157,	0.050015192,	1.8697157,	0.050015192,	0,	
233.9683494567871,	1.1552308,	0.050015826,	1.8702307999999999,	0.050015826,	0,	
234.4683494567871,	1.1552689,	0.050016467,	1.8702689000000001,	0.050016467,	0,	
234.9683494567871,	1.1558412,	0.050012011,	1.8708412,	0.050012011,	0,	
235.4683494567871,	1.1559557,	0.0500101,	1.8709557,	0.0500101,	0,	
235.9683494567871,	1.155784,	0.0500101,	1.870784,	0.0500101,	0,	
236.4683494567871,	1.1557077,	0.050010741,	1.8707077,	0.050010741,	0,	
236.9683494567871,	1.1558412,	0.050009467,	1.8708412,	0.050009467,	0,	
237.4683494567871,	1.155784,	0.050015826,	1.870784,	0.050015826,	0,	
237.9683494567871,	1.1558985,	0.05000883,	1.8708985,	0.05000883,	0,	
238.4683494567871,	1.1542197,	0.050023463,	1.8692197,	0.050023463,	0,	
238.9683494567871,	1.1542579,	0.050022192,	1.8692579,	0.050022192,	0,	
239.4683494567871,	1.1538954,	0.050021552,	1.8688954,	0.050021552,	0,	
239.9683494567871,	1.1538763,	0.050024737,	1.8688763000000002,	0.050024737,	0,	
240.4683494567871,	1.154067,	0.0500171,	1.8690669999999998,	0.0500171,	0,	
240.9683494567871,	1.1538572,	0.050017737,	1.8688571999999999,	0.050017737,	0,	
241.4683494567871,	1.1529416,	0.050018374,	1.8679416,	0.050018374,	0,	
241.9683494567871,	1.1537428,	0.0500171,	1.8687428000000001,	0.0500171,	0,	
242.4683494567871,	1.1546394,	0.050018374,	1.8696394,	0.050018374,	0,	
242.9683494567871,	1.1550019,	0.0500101,	1.8700019,	0.0500101,	0,	
243.4683494567871,	1.1552689,	0.050011374,	1.8702689000000001,	0.050011374,	0,	
243.9683494567871,	1.1551735,	0.050014555,	1.8701735,	0.050014555,	0,	
244.4683494567871,	1.154792,	0.050023463,	1.869792,	0.050023463,	0,	
244.9683494567871,	1.1546203,	0.050004374,	1.8696202999999998,	0.050004374,	0,	
245.4683494567871,	1.1550782,	0.050008193,	1.8700782,	0.050008193,	0,	
245.9683494567871,	1.1553643,	0.049996741,	1.8703642999999999,	0.049996741,	0,	
246.4683494567871,	1.1557459,	0.049999289,	1.8707459000000002,	0.049999289,	0,	
246.9683494567871,	1.1556886,	0.050001197,	1.8706885999999998,	0.050001197,	0,	
247.4683494567871,	1.1554215,	0.050006922,	1.8704215,	0.050006922,	0,	
247.9683494567871,	1.15504,	0.0500101,	1.87004,	0.0500101,	0,	
248.4683494567871,	1.1543914,	0.050006922,	1.8693914,	0.050006922,	0,	
248.9683494567871,	1.1549256,	0.049996741,	1.8699256000000002,	0.049996741,	0,	
249.4683494567871,	1.1546394,	0.050004374,	1.8696394,	0.050004374,	0,	
249.9683494567871,	1.154067,	0.0500101,	1.8690669999999998,	0.0500101,	0,	
250.4683494567871,	1.154544,	0.050013285,	1.8695439999999999,	0.050013285,	0,	
250.9683494567871,	1.154792,	0.050019011,	1.869792,	0.050019011,	0,	
251.4683494567871,	1.1541624,	0.050013285,	1.8691624,	0.050013285,	0,	
251.9683494567871,	1.1551926,	0.0500241,	1.8701925999999998,	0.0500241,	0,	
252.4683494567871,	1.1545821,	0.050022826,	1.8695821000000001,	0.050022826,	0,	
252.9683494567871,	1.1550782,	0.050018374,	1.8700782,	0.050018374,	0,	
253.46834921836853,	1.1542579,	0.050020281,	1.8692579,	0.050020281,	0,	
253.96834921836853,	1.1546012,	0.050022826,	1.8696012,	0.050022826,	0,	
254.46834921836853,	1.1553261,	0.050020281,	1.8703260999999998,	0.050020281,	0,	
254.96834921836853,	1.1543533,	0.050021552,	1.8693532999999998,	0.050021552,	0,	
255.46834921836853,	1.1547538,	0.050029188,	1.8697537999999998,	0.050029188,	0,	
255.96834921836853,	1.1541433,	0.050024737,	1.8691433000000002,	0.050024737,	0,	
256.46834921836853,	1.1550591,	0.050007559,	1.8700590999999998,	0.050007559,	0,	
256.96834921836853,	1.1555551,	0.050006285,	1.8705550999999998,	0.050006285,	0,	
257.46834921836853,	1.1546012,	0.050010741,	1.8696012,	0.050010741,	0,	
257.96834921836853,	1.1553071,	0.0500101,	1.8703070999999998,	0.0500101,	0,	
258.46834921836853,	1.1556123,	0.050015192,	1.8706123,	0.050015192,	0,	
258.96834921836853,	1.1560129,	0.0500101,	1.8710128999999998,	0.0500101,	0,	
259.46834921836853,	1.1565089,	0.049999926,	1.8715088999999998,	0.049999926,	0,	
259.96834921836853,	1.1557077,	0.050014555,	1.8707077,	0.050014555,	0,	
260.46834921836853,	1.1556314,	0.050004374,	1.8706314000000002,	0.050004374,	0,	
260.96834921836853,	1.1558412,	0.050009467,	1.8708412,	0.050009467,	0,	
261.46834921836853,	1.1557268,	0.0500101,	1.8707268,	0.0500101,	0,	
261.96834921836853,	1.1553643,	0.050013918,	1.8703642999999999,	0.050013918,	0,	
262.46834921836853,	1.1554787,	0.050016467,	1.8704787,	0.050016467,	0,	
262.96834921836853,	1.1550782,	0.0500171,	1.8700782,	0.0500171,	0,	
263.46834921836853,	1.1544677,	0.050012011,	1.8694677,	0.050012011,	0,	
263.96834921836853,	1.1547347,	0.050022826,	1.8697347,	0.050022826,	0,	
264.46834921836853,	1.1551926,	0.05000883,	1.8701925999999998,	0.05000883,	0,	
264.96834921836853,	1.1558985,	0.050015192,	1.8708985,	0.050015192,	0,	
265.46834921836853,	1.1545631,	0.050019644,	1.8695631000000001,	0.050019644,	0,	
265.96834921836853,	1.1547157,	0.050007559,	1.8697157,	0.050007559,	0,	
266.46834921836853,	1.1543914,	0.050019644,	1.8693914,	0.050019644,	0,	
266.96834921836853,	1.1549065,	0.0500241,	1.8699065,	0.0500241,	0,	
267.46834921836853,	1.155021,	0.050019644,	1.870021,	0.050019644,	0,	
267.96834921836853,	1.1555933,	0.050022826,	1.8705933,	0.050022826,	0,	
268.46834921836853,	1.1554024,	0.050017737,	1.8704024000000001,	0.050017737,	0,	
268.96834921836853,	1.1553833,	0.050008193,	1.8703832999999999,	0.050008193,	0,	
269.46834921836853,	1.1555169,	0.050010741,	1.8705169000000001,	0.050010741,	0,	
269.96834921836853,	1.1558603,	0.050007559,	1.8708603,	0.050007559,	0,	
270.46834921836853,	1.1565471,	0.049999289,	1.8715471,	0.049999289,	0,	
270.96834921836853,	1.1555742,	0.050008193,	1.8705742,	0.050008193,	0,	
270.96894907951355,	1.1563182,	0.050004374,	1.8713182000000002,	0.050004374,	0,	
271.46894907951355,	0.98969221,	0.0,	1.70469221,	0.0,	1,	
271.96894907951355,	0.95821553,	0.0,	1.67321553,	0.0,	1,	
272.46894907951355,	0.93993998,	0.0,	1.65493998,	0.0,	1,	
272.96894907951355,	0.92656714,	0.0,	1.6415671399999998,	0.0,	1,	
273.46894907951355,	0.91687614,	0.0,	1.63187614,	0.0,	1,	
273.96894907951355,	0.90888298,	0.0,	1.6238829799999999,	0.0,	1,	
274.46894907951355,	0.90190089,	0.0,	1.61690089,	0.0,	1,	
274.96894907951355,	0.89589173,	0.0,	1.61089173,	0.0,	1,	
275.46894907951355,	0.89123696,	0.0,	1.60623696,	0.0,	1,	
275.96894907951355,	0.88589549,	0.0,	1.60089549,	0.0,	1,	
276.46894907951355,	0.88217551,	0.0,	1.59717551,	0.0,	1,	
276.96894907951355,	0.87805492,	0.0,	1.59305492,	0.0,	1,	
277.46894907951355,	0.87507898,	0.0,	1.59007898,	0.0,	1,	
277.96894907951355,	0.87170237,	0.0,	1.5867023699999998,	0.0,	1,	
278.46894907951355,	0.86842114,	0.0,	1.58342114,	0.0,	1,	
278.96894907951355,	0.86599839,	0.0,	1.58099839,	0.0,	1,	
279.46894907951355,	0.86285073,	0.0,	1.57785073,	0.0,	1,	
279.96894907951355,	0.86082858,	0.0,	1.57582858,	0.0,	1,	
280.46894907951355,	0.85850126,	0.0,	1.57350126,	0.0,	1,	
280.96894907951355,	0.85661262,	0.0,	1.57161262,	0.0,	1,	
281.46894907951355,	0.85401821,	0.0,	1.5690182099999999,	0.0,	1,	
281.96894907951355,	0.85249203,	0.0,	1.56749203,	0.0,	1,	
282.46894907951355,	0.85012656,	0.0,	1.56512656,	0.0,	1,	
282.96894907951355,	0.84840965,	0.0,	1.56340965,	0.0,	1,	
283.46894907951355,	0.84634936,	0.0,	1.56134936,	0.0,	1,	
283.96894907951355,	0.84398383,	0.0,	1.5589838299999998,	0.0,	1,	
284.46894884109497,	0.84293461,	0.0,	1.55793461,	0.0,	1,	
284.96894884109497,	0.84108412,	0.0,	1.55608412,	0.0,	1,	
285.46894884109497,	0.83930999,	0.0,	1.55430999,	0.0,	1,	
285.96894884109497,	0.83801281,	0.0,	1.55301281,	0.0,	1,	
286.46894884109497,	0.83663929,	0.0,	1.55163929,	0.0,	1,	
286.96894884109497,	0.83579987,	0.0,	1.55079987,	0.0,	1,	
287.46894884109497,	0.83385408,	0.0,	1.54885408,	0.0,	1,	
287.96894884109497,	0.83261406,	0.0,	1.54761406,	0.0,	1,	
288.46894884109497,	0.83139312,	0.0,	1.5463931199999998,	0.0,	1,	
288.96894884109497,	0.82979071,	0.0,	1.54479071,	0.0,	1,	
289.46894884109497,	0.82839811,	0.0,	1.54339811,	0.0,	1,	
289.96894884109497,	0.82822639,	0.0,	1.54322639,	0.0,	1,	
290.46894884109497,	0.82681471,	0.0,	1.54181471,	0.0,	1,	
290.96894884109497,	0.82534581,	0.0,	1.5403458099999998,	0.0,	1,	
291.46894884109497,	0.82465905,	0.0,	1.53965905,	0.0,	1,	
291.96894884109497,	0.82359076,	0.0,	1.53859076,	0.0,	1,	
292.46894884109497,	0.82261783,	0.0,	1.5376178299999999,	0.0,	1,	
292.96894884109497,	0.82139695,	0.0,	1.5363969499999999,	0.0,	1,	
293.46894884109497,	0.81983262,	0.0,	1.53483262,	0.0,	1,	
293.96894884109497,	0.81884062,	0.0,	1.5338406199999999,	0.0,	1,	
294.46894884109497,	0.81845909,	0.0,	1.53345909,	0.0,	1,	
294.96894884109497,	0.81687576,	0.0,	1.53187576,	0.0,	1,	
295.46894884109497,	0.81616992,	0.0,	1.53116992,	0.0,	1,	
295.96894884109497,	0.81538773,	0.0,	1.53038773,	0.0,	1,	
296.46894884109497,	0.81424314,	0.0,	1.52924314,	0.0,	1,	
296.96894884109497,	0.81273609,	0.0,	1.5277360899999999,	0.0,	1,	
297.46894884109497,	0.81204933,	0.0,	1.52704933,	0.0,	1,	
297.96894884109497,	0.81100011,	0.0,	1.52600011,	0.0,	1,	
298.46894884109497,	0.80983639,	0.0,	1.52483639,	0.0,	1,	
298.96894884109497,	0.80926412,	0.0,	1.52426412,	0.0,	1,	
299.46894884109497,	0.80808133,	0.0,	1.5230813300000001,	0.0,	1,	
299.96894884109497,	0.80750906,	0.0,	1.52250906,	0.0,	1,	
300.46894884109497,	0.80678409,	0.0,	1.52178409,	0.0,	1,	
300.96894884109497,	0.80668873,	0.0,	1.52168873,	0.0,	1,	
301.46894884109497,	0.80499089,	0.0,	1.5199908899999999,	0.0,	1,	
301.96894884109497,	0.80512446,	0.0,	1.52012446,	0.0,	1,	
302.46894884109497,	0.8042469,	0.0,	1.5192469,	0.0,	1,	
302.96894884109497,	0.80352199,	0.0,	1.51852199,	0.0,	1,	
303.46894884109497,	0.80293059,	0.0,	1.51793059,	0.0,	1,	
303.96894884109497,	0.80188137,	0.0,	1.5168813700000001,	0.0,	1,	
304.4689486026764,	0.80117553,	0.0,	1.51617553,	0.0,	1,	
304.9689486026764,	0.80041248,	0.0,	1.51541248,	0.0,	1,	
305.4689486026764,	0.79997373,	0.0,	1.51497373,	0.0,	1,	
