name = extended_platinum_ec
technique = EC
tstamp = 1580480022.0
backend_name = BackendBase(none, address=none)
id = 7
timecol 'time/s' for: '$U_{RHE}$ / [V]' and '<I>/mA' and 'selector'
aliases = {"t": ["time/s"], "raw_potential": ["$U_{RHE}$ / [V]"], "raw_current": ["<I>/mA"], "selector": ["selector"]}
N_header_lines = 10

time/s,	$U_{RHE}$ / [V],	<I>/mA,	selector
449.1018795967102,	1.01108712,	0.0041877095801411,	3,	
449.25597953796387,	1.01434624,	0.004236815857058346,	3,	
449.4100797176361,	1.0174365,	0.00425311563659829,	3,	
449.56417965888977,	1.02070155,	0.004277555780625011,	3,	
449.71827960014343,	1.02356967,	0.004317779739962085,	3,	
449.8723795413971,	1.02670598,	0.004349089704098184,	3,	
450.02647972106934,	1.02993178,	0.004366857378645936,	3,	
450.180579662323,	1.03310701,	0.00441395977850273,	3,	
450.33467960357666,	1.03632784,	0.004436758006710118,	3,	
450.4887795448303,	1.03926327,	0.00446353670688562,	3,	
450.64287972450256,	1.04238256,	0.004497794976797059,	3,	
450.7969796657562,	1.04536673,	0.004530949009745638,	3,	
450.9510796070099,	1.04867047,	0.00455908748032071,	3,	
451.10517954826355,	1.0515008799999999,	0.004592611466929337,	3,	
451.2592797279358,	1.05485028,	0.004622540015241462,	3,	
451.41337966918945,	1.05808109,	0.004656837777378784,	3,	
451.5674796104431,	1.0615335099999998,	0.004678572997798685,	3,	
451.7215795516968,	1.06417316,	0.004725542372630325,	3,	
451.875679731369,	1.06752255,	0.004769876562961559,	3,	
452.0297796726227,	1.07066634,	0.004796499576788252,	3,	
452.18387961387634,	1.0736536,	0.004832566060893398,	3,	
452.33797955513,	1.07707092,	0.004862499798410844,	3,	
452.49207949638367,	1.07992562,	0.004893639430754451,	3,	
452.6461796760559,	1.08314526,	0.004933591258794667,	3,	
452.80027961730957,	1.08623477,	0.004961107849525791,	3,	
452.95437955856323,	1.08952978,	0.005001084866639571,	3,	
453.1084794998169,	1.09248343,	0.005035868303577259,	3,	
453.26257967948914,	1.0956141,	0.005063662470023184,	3,	
453.4166796207428,	1.09890067,	0.005097385322956879,	3,	
453.57077956199646,	1.10201952,	0.005136033172010362,	3,	
453.7248795032501,	1.1049564699999999,	0.005163026487871598,	3,	
453.87897968292236,	1.10821157,	0.005219016172127691,	3,	
454.033079624176,	1.11132919,	0.00523846125534029,	3,	
454.1871795654297,	1.11455032,	0.005271959055305094,	3,	
454.34127950668335,	1.11773896,	0.005292625732300167,	3,	
454.4953796863556,	1.12054729,	0.00532261670970928,	3,	
454.64947962760925,	1.1236538,	0.005357714538008221,	3,	
454.8035795688629,	1.12688776,	0.005375619502653016,	3,	
454.9576795101166,	1.1299682199999999,	0.005406169567265903,	3,	
455.1117796897888,	1.13294217,	0.005436390319156811,	3,	
455.2658796310425,	1.13606324,	0.005451174961745037,	3,	
455.41997957229614,	1.13897711,	0.005474958632766272,	3,	
455.5740795135498,	1.1421455699999998,	0.005503933525807983,	3,	
455.72817969322205,	1.1453720299999999,	0.005518544654884064,	3,	
455.8822796344757,	1.14828515,	0.005552940187694005,	3,	
456.03637957572937,	1.1511115699999999,	0.005569924137350382,	3,	
456.19047951698303,	1.15435257,	0.005581314016421118,	3,	
456.3445794582367,	1.15746376,	0.005590677332522581,	3,	
456.49867963790894,	1.16045186,	0.005608576840131769,	3,	
456.6527795791626,	1.16356393,	0.00562931005708131,	3,	
456.80687952041626,	1.16619289,	0.005634625839279345,	3,	
456.9609794616699,	1.1695067799999999,	0.005647853935892826,	3,	
457.11507964134216,	1.17240449,	0.005667425962311692,	3,	
457.2691795825958,	1.1755466399999999,	0.005667969311243068,	3,	
457.4232795238495,	1.1784189299999999,	0.005677981742557138,	3,	
457.57737946510315,	1.18160131,	0.005696653198159596,	3,	
457.7314796447754,	1.18459877,	0.005698039177115376,	3,	
457.88557958602905,	1.18780097,	0.005718046707728276,	3,	
458.0396795272827,	1.19073298,	0.005729086035532155,	3,	
458.1937794685364,	1.19359633,	0.00572965378473056,	3,	
458.3478796482086,	1.19664678,	0.005728708056393892,	3,	
458.48647952079773,	1.19948047,	0.005745296936563414,	3,	
458.55517959594727,	1.20006379,	0.00538038881495595,	3,	
458.63987946510315,	1.19897419,	0.004172846101194297,	3,	
458.79387950897217,	1.19568449,	0.003394083997342534,	3,	
458.94807958602905,	1.19256654,	0.002828073524023797,	3,	
459.10207962989807,	1.18945911,	0.002387939225159385,	3,	
459.2562794685364,	1.18635708,	0.002028632680739628,	3,	
459.4103796482086,	1.18303072,	0.001742599433033769,	3,	
459.5644795894623,	1.1801210599999998,	0.001496359359266029,	3,	
459.71857953071594,	1.17703396,	0.001296196386633223,	3,	
459.8726794719696,	1.17376312,	0.001113361376490016,	3,	
460.02677941322327,	1.17073792,	0.0009563789737421918,	3,	
460.1808795928955,	1.1675643,	0.0008264718791042413,	3,	
460.33497953414917,	1.16449454,	0.000702286485268075,	3,	
460.48907947540283,	1.16142049,	0.0005888180121278765,	3,	
460.6431794166565,	1.15833777,	0.000501049571957951,	3,	
460.79727959632874,	1.15521529,	0.0004152686325212644,	3,	
460.9513795375824,	1.15222388,	0.0003325327634344857,	3,	
461.10547947883606,	1.1490820899999998,	0.0002589466621033126,	3,	
461.2595794200897,	1.14621779,	0.0001881983151375008,	3,	
461.41367959976196,	1.14285037,	0.0001286957974614466,	3,	
461.5677795410156,	1.13991013,	6.766143072518827e-05,	3,	
461.7218794822693,	1.136785,	2.573653410427898e-05,	3,	
461.87597942352295,	1.1339388499999998,	-2.948302104783152e-05,	3,	
462.0300796031952,	1.13081926,	-8.433510658638896e-05,	3,	
462.18417954444885,	1.12771985,	-0.0001176828277716774,	3,	
462.3382794857025,	1.12472638,	-0.0001648244705590028,	3,	
462.4923794269562,	1.1216456,	-0.0002132104452335646,	3,	
462.6464796066284,	1.11877864,	-0.0002438431051999604,	3,	
462.8005795478821,	1.1156446899999999,	-0.0002788740108679976,	3,	
462.95467948913574,	1.11256706,	-0.0003269313409773027,	3,	
463.1087794303894,	1.10957175,	-0.0003553099128881729,	3,	
463.26287937164307,	1.10641795,	-0.0004003013001403799,	3,	
463.4169795513153,	1.10346043,	-0.0004252224545824536,	3,	
463.57107949256897,	1.10043421,	-0.000463971789662029,	3,	
463.72517943382263,	1.09741425,	-0.0004865046563992774,	3,	
463.8792793750763,	1.09459886,	-0.0005225538677682208,	3,	
464.03337955474854,	1.09131491,	-0.0005626975111490823,	3,	
464.1874794960022,	1.08838299,	-0.0005882040489728138,	3,	
464.34157943725586,	1.08536929,	-0.0006151913897127371,	3,	
464.4956793785095,	1.0825296,	-0.0006586476026424933,	3,	
464.64977955818176,	1.0791540099999999,	-0.0006813570143114431,	3,	
464.8038794994354,	1.07628512,	-0.0007090005224640967,	3,	
464.9579794406891,	1.07317611,	-0.0007495700812542212,	3,	
465.11207938194275,	1.07029292,	-0.0007792372259072203,	3,	
465.266179561615,	1.06712523,	-0.0008158930715190431,	3,	
465.42027950286865,	1.0641586699999999,	-0.0008484956174488866,	3,	
465.5743794441223,	1.06103938,	-0.0008778373717092452,	3,	
465.728479385376,	1.05810395,	-0.0009043252305329236,	3,	
465.8825795650482,	1.05479732,	-0.0009360887867073471,	3,	
466.0366795063019,	1.05190506,	-0.0009796117575398009,	3,	
466.19077944755554,	1.04911226,	-0.001008908814291682,	3,	
466.3448793888092,	1.04596266,	-0.001040280482566099,	3,	
466.49897933006287,	1.04267668,	-0.001085136937488157,	3,	
466.6530795097351,	1.03990048,	-0.001113876207069113,	3,	
466.80717945098877,	1.0367004199999998,	-0.001145794660128093,	3,	
466.96127939224243,	1.03360933,	-0.001193537535367911,	3,	
467.1153793334961,	1.03039869,	-0.001226148150110455,	3,	
467.26947951316833,	1.02753448,	-0.001267202030957208,	3,	
467.423579454422,	1.02441287,	-0.001307509241044729,	3,	
467.57767939567566,	1.0212349,	-0.001348402448800494,	3,	
467.7317793369293,	1.01793587,	-0.001382932977616149,	3,	
467.88587951660156,	1.01486009,	-0.001430154227305996,	3,	
468.0399794578552,	1.01192575,	-0.001472615172278189,	3,	
468.1940793991089,	1.00891238,	-0.001518717232559117,	3,	
468.34817934036255,	1.005555,	-0.001557417673741096,	3,	
468.5022795200348,	1.00232878,	-0.001614797908137233,	3,	
468.65637946128845,	0.99929428,	-0.001656829537233468,	3,	
468.8104794025421,	0.99655065,	-0.001703147935144211,	3,	
468.9645793437958,	0.9932574299999999,	-0.001762031965252889,	3,	
469.118679523468,	0.99004969,	-0.001823696053030642,	3,	
469.2727794647217,	0.98673561,	-0.001864573138180923,	3,	
469.42687940597534,	0.9833897599999999,	-0.001925789696858662,	3,	
469.580979347229,	0.9804143299999999,	-0.00198212420710233,	3,	
469.73507928848267,	0.97721845,	-0.002035356919775529,	3,	
469.8891794681549,	0.9741144399999999,	-0.002096868335859387,	3,	
470.04327940940857,	0.97094535,	-0.002160369443914126,	3,	
470.19737935066223,	0.9679522199999999,	-0.002222861703280656,	3,	
470.3514792919159,	0.96476665,	-0.002288755123221756,	3,	
470.50557947158813,	0.96166031,	-0.002354361518065021,	3,	
470.6596794128418,	0.95850202,	-0.002422554466111643,	3,	
470.81377935409546,	0.9554454099999999,	-0.002486382748269254,	3,	
470.9678792953491,	0.95242183,	-0.002565807618308612,	3,	
471.12197947502136,	0.9491685,	-0.002652216373283972,	3,	
471.276079416275,	0.9457841899999999,	-0.002718258447217854,	3,	
471.4301793575287,	0.94273199,	-0.00279961108952039,	3,	
471.58427929878235,	0.93958954,	-0.002874627508152618,	3,	
471.7383794784546,	0.9364399299999999,	-0.002949178643359553,	3,	
471.89247941970825,	0.93317233,	-0.003035537407321024,	3,	
472.0465793609619,	0.9302576,	-0.003117490326015303,	3,	
472.2006793022156,	0.92717266,	-0.003205378246944952,	3,	
472.3547794818878,	0.9240561199999999,	-0.003289837706170924,	3,	
472.5088794231415,	0.9210999099999999,	-0.003372342555818185,	3,	
472.66297936439514,	0.91783118,	-0.003459490546016426,	3,	
472.8170793056488,	0.9148194199999999,	-0.003550332443571502,	3,	
472.97117924690247,	0.91164596,	-0.003635399774435027,	3,	
473.1252794265747,	0.90853892,	-0.003740247252079526,	3,	
473.27937936782837,	0.90553653,	-0.003828874492030898,	3,	
473.43347930908203,	0.9024809699999999,	-0.003918520613471461,	3,	
473.5875792503357,	0.89969115,	-0.004001703236235665,	3,	
473.74167943000793,	0.896192,	-0.004090755893940701,	3,	
473.8957793712616,	0.89326951,	-0.004178582612714712,	3,	
474.04987931251526,	0.89030364,	-0.004265579937882437,	3,	
474.2039792537689,	0.88739757,	-0.004346355826902897,	3,	
474.35807943344116,	0.8842170899999999,	-0.00443343011015053,	3,	
474.5121793746948,	0.88113168,	-0.004505608755091019,	3,	
474.6662793159485,	0.87804258,	-0.004584803452085673,	3,	
474.82037925720215,	0.87521927,	-0.00466107608707271,	3,	
474.9744794368744,	0.8723407599999999,	-0.00472956971031982,	3,	
475.12857937812805,	0.8688936199999999,	-0.004816025766742796,	3,	
475.2826793193817,	0.86589706,	-0.004877659061026794,	3,	
475.4367792606354,	0.86286588,	-0.004930356134486745,	3,	
475.5908794403076,	0.86010512,	-0.004985011970834202,	3,	
475.7449793815613,	0.85695926,	-0.005034852340922855,	3,	
475.89907932281494,	0.8538871499999999,	-0.00508458278823723,	3,	
476.0531792640686,	0.85118666,	-0.005121080926605931,	3,	
476.20727944374084,	0.84810477,	-0.005160395086150731,	3,	
476.3613793849945,	0.84498882,	-0.0051928945028166,	3,	
476.51547932624817,	0.8418444199999999,	-0.005207610975318452,	3,	
476.66957926750183,	0.83901721,	-0.005221973798872889,	3,	
476.8236792087555,	0.8360111699999999,	-0.005242376305982024,	3,	
476.97777938842773,	0.83294443,	-0.005238403271099742,	3,	
477.1318793296814,	0.82981759,	-0.005249224331566132,	3,	
477.28597927093506,	0.82677124,	-0.00523496005763854,	3,	
477.4400792121887,	0.82383489,	-0.005211407286155309,	3,	
477.59417939186096,	0.8207761299999999,	-0.00517966290704934,	3,	
477.7482793331146,	0.81766885,	-0.005157091910580142,	3,	
477.9023792743683,	0.814604487,	-0.005108854181326658,	3,	
478.05647921562195,	0.811850447,	-0.005052800366517028,	3,	
478.2105793952942,	0.80858871,	-0.005005833023488934,	3,	
478.36467933654785,	0.805345271,	-0.00494743475151805,	3,	
478.5187792778015,	0.802544613,	-0.004866268393299532,	3,	
478.6728792190552,	0.799413454,	-0.004798656589394795,	3,	
478.8269793987274,	0.796322223,	-0.0047192533690157,	3,	
478.9810793399811,	0.793161575,	-0.004635622733858996,	3,	
479.13517928123474,	0.790150885,	-0.004548538997951056,	3,	
479.2892792224884,	0.7870188539999999,	-0.004454096294422106,	3,	
479.44337940216064,	0.783998322,	-0.004342611326913499,	3,	
479.5974793434143,	0.7808210289999999,	-0.004237949535451827,	3,	
479.75157928466797,	0.777577352,	-0.004135467066399317,	3,	
479.90567922592163,	0.774842579,	-0.004018513946793955,	3,	
480.0597791671753,	0.771606524,	-0.003906305138141719,	3,	
480.21387934684753,	0.768291831,	-0.003801545551207583,	3,	
480.3679792881012,	0.765193876,	-0.003681227424866325,	3,	
480.52207922935486,	0.7620473689999999,	-0.003564361603625971,	3,	
480.6761791706085,	0.7588758879999999,	-0.00345367801580106,	3,	
480.83027935028076,	0.756014872,	-0.003348177929549737,	3,	
480.9843792915344,	0.7525269539999999,	-0.003239702735843855,	3,	
481.1384792327881,	0.749363441,	-0.003134464807775347,	3,	
481.29257917404175,	0.746484842,	-0.003034399515110919,	3,	
481.446679353714,	0.743262056,	-0.00292075378803053,	3,	
481.60077929496765,	0.740109507,	-0.002823076213547792,	3,	
481.7548792362213,	0.736850143,	-0.002735071535052685,	3,	
481.908979177475,	0.7337910719999999,	-0.002632900334669636,	3,	
482.0630793571472,	0.730586604,	-0.002544964389190028,	3,	
482.2171792984009,	0.7273633429999999,	-0.00246495227416655,	3,	
482.37127923965454,	0.7243124686,	-0.002374631667919236,	3,	
482.5253791809082,	0.7209542921,	-0.00228956145082887,	3,	
482.67947936058044,	0.7182407583,	-0.002224252950818392,	3,	
482.8335793018341,	0.71458081066,	-0.002142861853410651,	3,	
482.98767924308777,	0.7118118868,	-0.002013555546562757,	3,	
483.14177918434143,	0.7087959578999999,	-0.001980990151202332,	3,	
483.2958791255951,	0.7058143607999999,	-0.001924183246530202,	3,	
483.44997930526733,	0.702525526,	-0.00185583305410825,	3,	
483.604079246521,	0.6994003249999999,	-0.001801668702812995,	3,	
483.75817918777466,	0.6963986099999999,	-0.001751777676158979,	3,	
483.9122791290283,	0.693225809,	-0.00168885776935287,	3,	
484.06637930870056,	0.69020248,	-0.001635009392240625,	3,	
484.2204792499542,	0.687132901,	-0.001593720553491672,	3,	
484.3745791912079,	0.683876991,	-0.001533610408513216,	3,	
484.52867913246155,	0.681046348,	-0.001485348588672736,	3,	
484.6827793121338,	0.6776462089999999,	-0.001448609751819419,	3,	
484.83687925338745,	0.674645033,	-0.001398937232169314,	3,	
484.9909791946411,	0.67159931,	-0.001359347696164595,	3,	
485.1450791358948,	0.668442961,	-0.001322762588184184,	3,	
485.299179315567,	0.665261373,	-0.001278777909483251,	3,	
485.4532792568207,	0.662310835,	-0.001235189060945711,	3,	
485.60737919807434,	0.659480915,	-0.001201748303938828,	3,	
485.761479139328,	0.656240184,	-0.001173209865249826,	3,	
485.91557931900024,	0.653087698,	-0.001133071052648761,	3,	
486.0696792602539,	0.649877016,	-0.001103669626393257,	3,	
486.22377920150757,	0.647400562,	-0.0010810326103383,	3,	
486.37787914276123,	0.644222882,	-0.001042547589508259,	3,	
486.5319790840149,	0.6411463209999999,	-0.001014596963572634,	3,	
486.68607926368713,	0.638040934,	-0.0009992528867233843,	3,	
486.8401792049408,	0.635099124,	-0.0009641037168533935,	3,	
486.99427914619446,	0.632151511,	-0.0009430739735012614,	3,	
487.1483790874481,	0.6290323999999999,	-0.0009243619211210027,	3,	
487.30247926712036,	0.6257788129999999,	-0.0008986869719185345,	3,	
487.456579208374,	0.622815531,	-0.0008701895828556183,	3,	
487.6106791496277,	0.619950857,	-0.0008594862691577478,	3,	
487.76477909088135,	0.617074747,	-0.0008382375768840539,	3,	
487.9188792705536,	0.61374984,	-0.0008146486809221497,	3,	
488.07297921180725,	0.61100879,	-0.0007992667270016462,	3,	
488.2270791530609,	0.60789752,	-0.0007904431939223643,	3,	
488.3811790943146,	0.60451652,	-0.0007641027178592417,	3,	
488.5352792739868,	0.60157569,	-0.0007514560275583802,	3,	
488.6893792152405,	0.5987946399999999,	-0.0007462854694037287,	3,	
488.84347915649414,	0.59581343,	-0.0007317131760354988,	3,	
488.9975790977478,	0.59260258,	-0.0007125296414383898,	3,	
489.15167927742004,	0.5897470199999999,	-0.0007120409424083655,	3,	
489.3057792186737,	0.58678107,	-0.0006939981896361674,	3,	
489.45987915992737,	0.58380037,	-0.0006795643131204845,	3,	
489.61397910118103,	0.5804628199999999,	-0.0006802138515817776,	3,	
489.76807928085327,	0.57742978,	-0.0006695958339211286,	3,	
489.92217922210693,	0.57467001,	-0.0006557766843584174,	3,	
490.0762791633606,	0.57173855,	-0.0006565176682733452,	3,	
490.23037910461426,	0.5682828099999999,	-0.0006486379625033518,	3,	
490.3844790458679,	0.5655682799999999,	-0.0006357880043663233,	3,	
490.53857922554016,	0.5624079799999999,	-0.0006324297329763353,	3,	
490.6926791667938,	0.55933866,	-0.0006349119515275427,	3,	
490.8467791080475,	0.5562109,	-0.0006276271375964294,	3,	
491.00087904930115,	0.55311751,	-0.0006187745220980687,	3,	
491.1549792289734,	0.55023859,	-0.0006235525349723945,	3,	
491.30907917022705,	0.54692603,	-0.0006134717344980839,	3,	
491.4631791114807,	0.54391817,	-0.0006053656607612678,	3,	
491.6172790527344,	0.54078859,	-0.0006137699896689155,	3,	
491.7713792324066,	0.53783245,	-0.0006064455788892271,	3,	
491.9254791736603,	0.53445619,	-0.0005976514228167567,	3,	
492.07957911491394,	0.53154601,	-0.000602798263901267,	3,	
492.2336790561676,	0.52837599,	-0.000600582012556224,	3,	
492.38777923583984,	0.52537466,	-0.0005896775600644031,	3,	
492.5418791770935,	0.52214317,	-0.0005951891982181583,	3,	
492.69597911834717,	0.51891373,	-0.0005940147796591987,	3,	
492.85007905960083,	0.5157079499999999,	-0.0005912755734903907,	3,	
493.00417923927307,	0.51259334,	-0.0005839468553060466,	3,	
493.15827918052673,	0.50935857,	-0.0005908368504728197,	3,	
493.3123791217804,	0.50617052,	-0.0005810432623202366,	3,	
493.46647906303406,	0.50311833,	-0.0005753869533125424,	3,	
493.6205790042877,	0.5002079399999999,	-0.0005835357755203229,	3,	
493.77467918395996,	0.49694699999999997,	-0.0005781229366716416,	3,	
493.9287791252136,	0.49380694999999997,	-0.0005676483329199993,	3,	
494.0828790664673,	0.49050118,	-0.0005746616962808105,	3,	
494.23697900772095,	0.48762854999999994,	-0.0005711171172398007,	3,	
494.3910791873932,	0.48437643999999996,	-0.000561325714793148,	3,	
494.54517912864685,	0.48117002,	-0.0005646323530591796,	3,	
494.6992790699005,	0.47801010999999993,	-0.0005656950120025515,	3,	
494.8533790111542,	0.47486348,	-0.0005626342411715751,	3,	
495.0074791908264,	0.47169569999999994,	-0.0005581642401940624,	3,	
495.1615791320801,	0.46848221999999995,	-0.0005603351713010436,	3,	
495.31567907333374,	0.46547667,	-0.0005548914892534208,	3,	
495.4697790145874,	0.46224319999999997,	-0.0005487064132531413,	3,	
495.62387919425964,	0.45919614999999997,	-0.0005576684722799312,	3,	
495.7779791355133,	0.4558596,	-0.0005539436023920645,	3,	
495.93207907676697,	0.45284148999999996,	-0.0005465345689558056,	3,	
496.08617901802063,	0.44967683999999997,	-0.0005542610897560558,	3,	
496.24027919769287,	0.44667756,	-0.000554194077345656,	3,	
496.39437913894653,	0.44349451999999995,	-0.0005478206401106503,	3,	
496.5484790802002,	0.44031971,	-0.0005535404371880114,	3,	
496.70257902145386,	0.43722129,	-0.0005559476943275809,	3,	
496.8566789627075,	0.43432005999999995,	-0.0005548292616804028,	3,	
497.01077914237976,	0.43120125,	-0.0005550968196126656,	3,	
497.1648790836334,	0.42789649999999996,	-0.0005616131921025828,	3,	
497.3189790248871,	0.42497754,	-0.0005575682686485583,	3,	
497.47307896614075,	0.42212152,	-0.0005602842986842066,	3,	
497.627179145813,	0.41890480999999996,	-0.0005655285155685072,	3,	
497.78127908706665,	0.41561739999999997,	-0.0005706665687437052,	3,	
497.9353790283203,	0.41259672999999997,	-0.0005669313371088128,	3,	
498.089478969574,	0.40976928999999995,	-0.000577139917975044,	3,	
498.2435791492462,	0.40673404999999996,	-0.0005824154260195454,	3,	
498.3976790904999,	0.40365093999999996,	-0.0005822867910927473,	3,	
498.50547909736633,	0.40156426999999995,	-0.0006403466584535633,	3,	
498.5441789627075,	0.39996500999999995,	-0.0004699689052358735,	4,	
498.628879070282,	0.39912130999999995,	-0.0005963187646691528,	4,	
498.78297901153564,	0.39622503,	-0.0006071176037046712,	4,	
498.9370789527893,	0.39293089,	-0.0006075774990341363,	4,	
499.09117913246155,	0.38970710999999997,	-0.0006161571772855465,	4,	
499.2452790737152,	0.38710078,	-0.0006292010834138672,	4,	
499.3993790149689,	0.38408764999999995,	-0.0006341345337790173,	4,	
499.55347895622253,	0.38100471999999996,	-0.000650144189557317,	4,	
499.7075791358948,	0.37794630999999995,	-0.0006640270028099625,	4,	
499.86167907714844,	0.3750771,	-0.0006748001917111215,	4,	
